id,sentiment
12311_10,0.9929859042167664
8348_2,0.01732187531888485
5828_4,0.7816929221153259
7186_2,0.02600812166929245
12128_7,0.8634727001190186
2913_8,0.9858632683753967
4396_1,0.045321449637413025
395_2,0.5037134885787964
10616_1,0.005602139048278332
9074_9,0.6864731907844543
9252_3,0.2450062483549118
9896_9,0.9222548604011536
574_4,0.17230258882045746
11182_8,0.9796465039253235
11656_4,0.17761750519275665
2322_4,0.26896730065345764
8703_1,0.013913026079535484
7483_1,0.23529775440692902
6007_10,0.9822927117347717
12424_4,0.03481300175189972
4672_1,0.03696397319436073
10841_3,0.03351105377078056
8954_7,0.3340042531490326
7392_1,0.27332496643066406
10288_8,0.9846388697624207
5343_4,0.0073066228069365025
4950_1,0.006789639126509428
9257_4,0.08449952304363251
8689_3,0.021400602534413338
4480_2,0.045677363872528076
9286_10,0.8959984183311462
12245_10,0.9932588338851929
7529_7,0.9837904572486877
4_4,0.009575719945132732
5299_2,0.11097674816846848
12077_8,0.9891250133514404
10701_2,0.010636149905622005
11579_1,0.007596225943416357
10993_1,0.011451865546405315
8913_1,0.034310903400182724
1350_3,0.045331910252571106
3804_2,0.011166893877089024
5025_3,0.11091193556785583
5170_8,0.9860163331031799
8225_8,0.9346246719360352
6427_7,0.9789956212043762
3165_3,0.2726566195487976
7902_9,0.9893141984939575
8208_3,0.007702731993049383
3577_8,0.6474787592887878
4865_1,0.00925391260534525
9063_3,0.20086365938186646
1106_1,0.12030412256717682
1117_9,0.9927083849906921
1050_4,0.6220151782035828
10755_9,0.8080481290817261
2729_8,0.9645829796791077
10072_10,0.9906556010246277
2904_7,0.899257242679596
4584_2,0.875237226486206
189_4,0.08280303329229355
6302_4,0.8171209096908569
8138_9,0.5385136008262634
1262_1,0.007301626726984978
2199_10,0.8813214302062988
6551_7,0.4205019772052765
8082_7,0.1407291740179062
4897_8,0.930220365524292
7360_1,0.027898795902729034
11012_10,0.9832067489624023
12046_1,0.7845255732536316
2331_2,0.7683298587799072
8961_9,0.9918754696846008
751_7,0.697879433631897
9884_10,0.5547846555709839
10016_8,0.9918670058250427
8023_10,0.9225779175758362
2628_1,0.006961124949157238
5832_1,0.1718873828649521
7302_1,0.08815877884626389
4501_3,0.4855959713459015
1121_7,0.9237794876098633
8334_3,0.7672466039657593
9789_10,0.18629954755306244
4230_10,0.9650411009788513
824_4,0.06912354379892349
6803_9,0.8000367283821106
3086_7,0.9920728802680969
1135_8,0.9925826787948608
10136_1,0.015159099362790585
11129_3,0.00934869796037674
2072_8,0.572399914264679
9501_7,0.9564745426177979
319_10,0.9829702377319336
1693_7,0.9884803295135498
10886_1,0.013200349174439907
9406_8,0.9828091263771057
10376_10,0.48941972851753235
9902_1,0.009345470927655697
9938_8,0.37617141008377075
7080_9,0.9238842725753784
11944_8,0.4566132426261902
5249_1,0.01941714994609356
9599_2,0.09308141469955444
9620_1,0.18864011764526367
11244_1,0.06106996908783913
6841_10,0.9923409223556519
10050_4,0.9792661070823669
10512_9,0.9284834265708923
11327_3,0.007514797616750002
10681_8,0.9853380918502808
808_3,0.2782244086265564
546_7,0.9924880266189575
10765_1,0.015619782730937004
7189_9,0.7446296811103821
6005_9,0.9468849301338196
11915_9,0.9806986451148987
5740_10,0.9868090152740479
7097_10,0.8717324137687683
9573_10,0.8152688145637512
5084_4,0.567103385925293
12332_7,0.9391247630119324
8154_1,0.0072712223045527935
5610_1,0.0186763908714056
5323_9,0.6148732900619507
11034_8,0.7915016412734985
3977_2,0.16690011322498322
12380_7,0.081818126142025
1737_8,0.8621981739997864
6030_9,0.17785535752773285
5918_7,0.9593328833580017
7061_9,0.8679632544517517
266_8,0.9893101453781128
1375_10,0.9924396276473999
8648_3,0.25200727581977844
10146_10,0.9897871017456055
4578_10,0.8923381567001343
4685_8,0.8585852384567261
11843_9,0.507519543170929
5467_10,0.9927201271057129
10140_10,0.9921219348907471
7721_8,0.9864041805267334
11208_10,0.20305295288562775
1063_10,0.9664710164070129
8260_10,0.38506314158439636
3182_9,0.9765498638153076
2797_8,0.9609560370445251
7613_2,0.9335262179374695
11624_4,0.023790573701262474
4847_10,0.9822480082511902
10684_7,0.9786074161529541
6312_1,0.06326894462108612
4925_3,0.010971822775900364
4125_1,0.007428232114762068
2394_10,0.9933165311813354
12105_10,0.9914190769195557
7812_1,0.026235785335302353
1061_8,0.9914149641990662
9343_3,0.039345163851976395
7696_10,0.9925191402435303
9355_10,0.9884870052337646
782_9,0.9916046857833862
9882_10,0.992583155632019
10642_10,0.9914855360984802
7410_2,0.02108684554696083
9591_4,0.06432193517684937
11902_3,0.3023313581943512
3495_7,0.8300100564956665
6733_1,0.013406665995717049
4552_1,0.029378799721598625
6722_1,0.018186494708061218
188_10,0.9886005520820618
5099_10,0.8261504173278809
10313_1,0.3344267010688782
6756_9,0.981933057308197
6622_2,0.010228591971099377
4807_10,0.9925194978713989
7173_3,0.13155262172222137
11321_8,0.9710698127746582
7909_9,0.7539057731628418
8012_7,0.08333559334278107
8615_4,0.047695647925138474
8117_10,0.8054060935974121
1892_10,0.8536233901977539
4617_1,0.06068149581551552
1893_8,0.8254751563072205
5435_1,0.026188170537352562
162_3,0.019212454557418823
6516_10,0.9850999712944031
11588_7,0.9791676998138428
2006_1,0.010182952508330345
1594_4,0.049156345427036285
1472_1,0.008856851607561111
3647_1,0.6732891798019409
174_7,0.959369421005249
5539_7,0.020345574244856834
3384_10,0.9845539927482605
3811_4,0.4568029046058655
4079_8,0.8805183172225952
1179_7,0.31101569533348083
3069_9,0.9933943152427673
3769_8,0.988067626953125
9247_10,0.9892275333404541
10434_1,0.014020775444805622
1147_10,0.9870985150337219
5344_7,0.990987241268158
8073_10,0.9911903142929077
7833_3,0.007864724844694138
8370_1,0.015606164932250977
9007_8,0.027295194566249847
6624_7,0.18415451049804688
6683_3,0.021198416128754616
12275_7,0.6637930870056152
11927_8,0.9913172721862793
1560_10,0.9925341606140137
1325_9,0.6881830096244812
3548_8,0.9639061093330383
607_1,0.013580330647528172
6702_7,0.17275641858577728
5702_3,0.025340449064970016
11345_8,0.9875920414924622
3428_4,0.3119440972805023
